CUST_ID,AREA_CODE,MINUTES_CURR_MONTH,MINUTES_PREV_MONTH,MINUTES_3MONTHS_AGO,CUST_MOS,LONGDIST_FLAG,CALLWAITING_FLAG,NUM_LINES,VOICEMAIL_FLAG,MOBILE_PLAN,CONVERGENT_BILLING,GENDER,INCOME,PHONE_PLAN,EDUCATION,TOT_MINUTES_USAGE,CHURNER
310,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
311,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
312,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
313,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
676,15563,5,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,119,no
315,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
316,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
317,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
318,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
319,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
682,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
449,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
450,36785,555,7654,8732,27,1,1,2,1,0,Yes,F,134000,Euro-Zone,PhD,16941,yes
451,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
699,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
453,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
454,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
455,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
456,36785,97,5587,4693,8,0,0,1,0,1,Yes,M,34005,Euro-Zone,PhD,10377,yes
457,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
705,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
459,10040,99,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
460,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
461,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
462,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
463,15563,10,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,1754,yes
464,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
465,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
466,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,,1150,no
467,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
468,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
722,15563,5435,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,5549,no
470,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,PhD,3344,yes
471,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
472,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
473,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
474,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
728,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
476,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
477,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
478,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
479,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
480,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
745,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
482,10040,145,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
483,21750,5,150,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,230,no
484,36785,100,9,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,169,yes
485,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
486,15563,1004,4,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,1952,no
487,10040,565,200,650,14,1,1,1,1,1,No,M,33000,National,Masters,1415,no
488,21750,333,130,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,607,yes
489,55166,550,55,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1105,no
490,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
491,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
751,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
493,10040,999,900,1145,3,1,1,2,1,1,Yes,M,80000,National,Bachelors,3044,yes
494,21750,5,55,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,61,yes
495,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Masters,1031,no
496,36785,55,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1177,no
497,45987,600,366,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1364,yes
768,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
499,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
500,21750,7543,16754,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,24895,yes
501,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
502,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
503,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
774,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
505,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
506,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
507,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
508,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
509,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
510,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
511,21750,4567,3534,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,8245,yes
512,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
513,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
514,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
791,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
516,10040,9,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,2354,yes
517,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
518,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
519,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
520,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
797,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
522,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
523,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
524,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
525,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
526,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
814,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
528,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
529,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
530,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
531,45987,88,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,158,no
820,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
533,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
534,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
535,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
536,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
537,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
331,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
539,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,Bachelors,3344,yes
540,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
541,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
542,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
543,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
337,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
545,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
546,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
547,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
548,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
549,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
354,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
551,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
552,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
553,36785,33,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,183,yes
554,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
555,15563,10000,8000,944,26,1,1,3,1,1,Yes,M,225000,National,PhD,18944,yes
556,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
557,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
558,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
559,36785,6000,7899,630,36,0,0,2,1,0,Yes,M,145000,Euro-Zone,Post Primary,14529,yes
560,45987,7800,5000,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,12824,yes
360,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
562,10040,9999,12456,1145,3,1,1,2,1,1,No,M,80000,Euro-Zone,Bachelors,23600,yes
563,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
564,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
565,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
566,45987,6000,4563,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,10961,yes
377,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
568,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
569,21750,12000,8000,,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,20598,yes
570,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
571,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
572,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
383,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
574,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
575,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
576,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
641,45987,45,223,66,44,0,0,1,0,0,No,F,91000,International,PhD,334,no
400,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
643,10040,100,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
644,21750,5,7,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,87,yes
645,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
646,45987,999,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,1069,no
647,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,yes
648,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
649,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
650,55166,5,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,PhD,605,no
651,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
652,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
406,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
654,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Bachelors,3344,yes
655,21750,500,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,503,yes
656,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
657,36785,555,7654,8732,27,1,1,2,1,0,Yes,F,134000,Euro-Zone,PhD,16941,yes
658,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
423,15563,105,7,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,211,yes
660,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
661,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
662,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
663,36785,97,5587,4693,8,0,0,1,0,1,Yes,M,34005,Euro-Zone,PhD,10377,yes
664,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
429,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
666,10040,99,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
667,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
668,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
669,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
670,15563,10,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,1754,yes
671,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
672,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
673,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
674,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
675,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
446,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
677,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,PhD,3344,yes
678,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
679,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
680,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
681,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
584,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
683,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
684,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
685,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
686,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
687,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
590,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
689,10040,145,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
690,21750,5,150,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,230,no
691,36785,100,9,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,169,yes
692,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
693,15563,1004,4,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,1952,no
694,10040,565,200,650,14,1,1,1,1,1,No,M,33000,National,Masters,1415,no
695,21750,333,130,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,607,yes
696,55166,550,55,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1105,no
697,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
698,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
607,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
700,10040,999,900,1145,3,1,1,2,1,1,Yes,M,80000,National,Bachelors,3044,no
701,21750,5,55,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,61,yes
702,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Masters,1031,no
703,36785,55,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1177,no
704,45987,600,366,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1364,yes
613,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
706,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
707,21750,7543,16754,,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,24895,yes
708,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
709,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
710,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
630,15563,105,7,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,211,yes
712,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
713,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
714,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
715,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
716,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
717,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
718,21750,4567,3534,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,8245,yes
719,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
720,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
721,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
636,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
723,10040,9,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,2354,no
724,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
725,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
726,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
727,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1090,15563,5,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,119,yes
729,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
730,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
731,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
732,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
733,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1096,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
735,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
736,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
737,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
738,45987,88,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,158,no
1113,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
740,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
741,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
742,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
743,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
744,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1119,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
746,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,Bachelors,3344,no
747,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
748,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
749,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
750,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
1136,15563,5435,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,5549,no
752,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
753,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
754,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
755,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
756,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1142,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
758,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
759,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
760,36785,33,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,183,yes
761,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
762,15563,10000,8000,944,26,1,1,3,1,1,Yes,M,225000,National,PhD,18944,yes
763,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
764,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
765,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
766,36785,6000,7899,,36,0,0,2,1,0,Yes,M,145000,Euro-Zone,Post Primary,14529,yes
767,45987,7800,5000,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,12824,yes
837,15563,105,7,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,211,yes
769,10040,9999,12456,1145,3,1,1,2,1,1,No,M,80000,Euro-Zone,Bachelors,23600,no
770,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
771,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
772,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
773,45987,6000,4563,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,10961,yes
843,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
775,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
776,21750,12000,8000,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,20598,yes
777,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
778,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
779,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
860,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
781,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
782,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
783,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
784,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
785,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
786,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
787,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
788,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
789,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
790,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
866,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
792,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,PhD,3344,no
793,21750,5,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,8,yes
794,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
795,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
796,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
883,15563,5,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,119,yes
798,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
799,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
800,55166,1100,1000,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,2156,yes
801,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
802,45987,14000,15000,66,44,0,0,1,0,0,No,F,91000,International,PhD,29066,yes
889,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
804,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
805,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
806,36785,100,9000,60,10,1,0,2,1,1,Yes,M,50000,Euro-Zone,Primary,9160,yes
807,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
808,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
809,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
810,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
811,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,yes
812,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,yes
813,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
906,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
